date,market_return
1981-09-14,-0.008582838
1981-09-15,-0.006725283
1981-09-16,-0.007081638
1981-09-17,-0.01496955
1981-09-18,-0.007180731
1981-09-21,0.008598823
1981-09-22,-0.004608817
1981-09-23,-0.00911613
1981-09-24,-0.004622677
1981-09-25,-0.01913743
1981-09-28,0.02422953
1981-09-29,0.003594322
1981-09-30,0.002178451
1981-10-01,0.007569085000000001
1981-10-02,0.02014239
1981-10-05,0.001417093
1981-10-06,-0.002882291
1981-10-07,0.01647174
1981-10-08,0.008469510000000001
1981-10-09,-0.006509365
1981-10-12,-0.002389279
1981-10-13,-0.003534272
1981-10-14,-0.01661279
1981-10-15,0.007235697
1981-10-16,-0.004194511000000001
1981-10-19,-0.001402859
1981-10-20,0.01099089
1981-10-21,-0.001218502
1981-10-22,-0.004363529000000001
1981-10-23,-0.008581425
1981-10-26,-0.003783932
1981-10-27,0.01011671
1981-10-28,0.001421885
1981-10-29,-0.003403335
1981-10-30,0.02527016
1981-11-02,0.01905167
1981-11-03,0.00482474
1981-11-04,0.001090404
1981-11-05,-0.008634421
1981-11-06,-0.006031938000000001
1981-11-09,0.00476714
1981-11-10,-0.004526809000000001
1981-11-11,0.002353611
1981-11-12,0.001730577
1981-11-13,-0.01246099
1981-11-16,-0.01117724
1981-11-17,0.008078076
1981-11-18,-0.006732346
1981-11-19,0.00375264
1981-11-20,0.008665642000000001
1981-11-23,-8.92699e-05
1981-11-24,0.0168266
1981-11-25,0.004133944000000001
1981-11-27,0.008348275
1981-11-30,0.01018173
1981-12-01,-0.0009218258000000001
1981-12-02,-0.01148963
1981-12-03,0.004564228
1981-12-04,0.008015181
1981-12-07,-0.008095011000000001
1981-12-08,-0.003047612
1981-12-09,0.005763727000000001
1981-12-10,0.00166677
